type,severity,message,trade_index,symbol,datetime,expected,actual,diff,details
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=28538085.99, 使用费率=0.000200, 预期费率=0.001000",14,000001.SZ,2024-01-08T00:00:00,0.001,0.0002,,"{'total_amount': 28538085.99, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=28614035.21, 使用费率=0.000200, 预期费率=0.001000",17,000001.SZ,2024-01-09T00:00:00,0.001,0.0002,,"{'total_amount': 28614035.209999997, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=6561451.15, 使用费率=0.000300, 预期费率=0.000200",18,600519.SH,2024-01-10T00:00:00,0.0002,0.0003,,"{'total_amount': 6561451.15, 'direction': 1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=28708515.63, 使用费率=0.000200, 预期费率=0.001000",24,000001.SZ,2024-01-12T00:00:00,0.001,0.0002,,"{'total_amount': 28708515.63, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=28740763.78, 使用费率=0.000200, 预期费率=0.001000",25,000001.SZ,2024-01-15T00:00:00,0.001,0.0002,,"{'total_amount': 28740763.779999997, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=28819877.42, 使用费率=0.000200, 预期费率=0.001000",30,000001.SZ,2024-01-18T00:00:00,0.001,0.0002,,"{'total_amount': 28819877.419999998, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=28904349.86, 使用费率=0.000200, 预期费率=0.001000",32,000001.SZ,2024-01-22T00:00:00,0.001,0.0002,,"{'total_amount': 28904349.86, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=28945731.59, 使用费率=0.000200, 预期费率=0.001000",33,000001.SZ,2024-01-22T00:00:00,0.001,0.0002,,"{'total_amount': 28945731.59, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=28957019.59, 使用费率=0.000200, 预期费率=0.001000",36,600000.SH,2024-01-24T00:00:00,0.001,0.0002,,"{'total_amount': 28957019.59, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=28991601.57, 使用费率=0.000200, 预期费率=0.001000",37,000001.SZ,2024-01-24T00:00:00,0.001,0.0002,,"{'total_amount': 28991601.57, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=29011175.25, 使用费率=0.000200, 预期费率=0.001000",38,000002.SZ,2024-01-25T00:00:00,0.001,0.0002,,"{'total_amount': 29011175.25, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=29060116.91, 使用费率=0.000200, 预期费率=0.001000",39,600000.SH,2024-01-25T00:00:00,0.001,0.0002,,"{'total_amount': 29060116.91, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=29085294.72, 使用费率=0.000200, 预期费率=0.001000",41,000002.SZ,2024-01-26T00:00:00,0.001,0.0002,,"{'total_amount': 29085294.72, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=29166868.12, 使用费率=0.000200, 预期费率=0.001000",45,000001.SZ,2024-01-26T00:00:00,0.001,0.0002,,"{'total_amount': 29166868.119999997, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=29170296.77, 使用费率=0.000200, 预期费率=0.001000",47,000002.SZ,2024-01-29T00:00:00,0.001,0.0002,,"{'total_amount': 29170296.769999996, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=29315033.33, 使用费率=0.000200, 预期费率=0.001000",49,000002.SZ,2024-01-29T00:00:00,0.001,0.0002,,"{'total_amount': 29315033.329999994, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=39024221.44, 使用费率=0.000200, 预期费率=0.001000",50,600519.SH,2024-01-29T00:00:00,0.001,0.0002,,"{'total_amount': 39024221.44, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=39087764.05, 使用费率=0.000200, 预期费率=0.001000",52,000002.SZ,2024-01-30T00:00:00,0.001,0.0002,,"{'total_amount': 39087764.05, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=39127021.51, 使用费率=0.000200, 预期费率=0.001000",54,000001.SZ,2024-01-30T00:00:00,0.001,0.0002,,"{'total_amount': 39127021.51, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=39199004.44, 使用费率=0.000200, 预期费率=0.001000",55,000002.SZ,2024-01-30T00:00:00,0.001,0.0002,,"{'total_amount': 39199004.44, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=39229799.96, 使用费率=0.000200, 预期费率=0.001000",56,000001.SZ,2024-01-31T00:00:00,0.001,0.0002,,"{'total_amount': 39229799.96, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=39298288.94, 使用费率=0.000200, 预期费率=0.001000",66,000001.SZ,2024-02-07T00:00:00,0.001,0.0002,,"{'total_amount': 39298288.94, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=46028709.54, 使用费率=0.000200, 预期费率=0.001000",67,600519.SH,2024-02-13T00:00:00,0.001,0.0002,,"{'total_amount': 46028709.54, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=46155675.30, 使用费率=0.000200, 预期费率=0.001000",68,000002.SZ,2024-02-13T00:00:00,0.001,0.0002,,"{'total_amount': 46155675.3, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=49761547.56, 使用费率=0.000200, 预期费率=0.001000",69,600519.SH,2024-02-13T00:00:00,0.001,0.0002,,"{'total_amount': 49761547.559999995, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=49776237.46, 使用费率=0.000200, 预期费率=0.001000",73,600000.SH,2024-02-14T00:00:00,0.001,0.0002,,"{'total_amount': 49776237.45999999, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=49840775.56, 使用费率=0.000200, 预期费率=0.001000",74,600000.SH,2024-02-14T00:00:00,0.001,0.0002,,"{'total_amount': 49840775.559999995, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=49897857.16, 使用费率=0.000200, 预期费率=0.001000",77,600000.SH,2024-02-15T00:00:00,0.001,0.0002,,"{'total_amount': 49897857.16, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=49917644.16, 使用费率=0.000200, 预期费率=0.001000",78,000001.SZ,2024-02-16T00:00:00,0.001,0.0002,,"{'total_amount': 49917644.16, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=60221951.06, 使用费率=0.000200, 预期费率=0.001000",79,600519.SH,2024-02-16T00:00:00,0.001,0.0002,,"{'total_amount': 60221951.059999995, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=60260888.66, 使用费率=0.000200, 预期费率=0.001000",80,000002.SZ,2024-02-19T00:00:00,0.001,0.0002,,"{'total_amount': 60260888.66, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=60314566.16, 使用费率=0.000200, 预期费率=0.001000",82,600000.SH,2024-02-21T00:00:00,0.001,0.0002,,"{'total_amount': 60314566.16, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=60349908.80, 使用费率=0.000200, 预期费率=0.001000",83,600000.SH,2024-02-22T00:00:00,0.001,0.0002,,"{'total_amount': 60349908.8, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=60405146.00, 使用费率=0.000200, 预期费率=0.001000",85,600000.SH,2024-02-22T00:00:00,0.001,0.0002,,"{'total_amount': 60405146.0, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=60452359.46, 使用费率=0.000200, 预期费率=0.001000",86,000001.SZ,2024-02-23T00:00:00,0.001,0.0002,,"{'total_amount': 60452359.46, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=60496523.06, 使用费率=0.000200, 预期费率=0.001000",88,600000.SH,2024-02-27T00:00:00,0.001,0.0002,,"{'total_amount': 60496523.06, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=60566253.23, 使用费率=0.000200, 预期费率=0.001000",89,000001.SZ,2024-02-27T00:00:00,0.001,0.0002,,"{'total_amount': 60566253.230000004, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=60646153.02, 使用费率=0.000200, 预期费率=0.001000",90,000001.SZ,2024-02-27T00:00:00,0.001,0.0002,,"{'total_amount': 60646153.02, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=60647819.61, 使用费率=0.000200, 预期费率=0.001000",93,600000.SH,2024-02-29T00:00:00,0.001,0.0002,,"{'total_amount': 60647819.61000001, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=67869575.94, 使用费率=0.000200, 预期费率=0.001000",94,600519.SH,2024-02-29T00:00:00,0.001,0.0002,,"{'total_amount': 67869575.94000001, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=67941517.62, 使用费率=0.000200, 预期费率=0.001000",95,000001.SZ,2024-02-29T00:00:00,0.001,0.0002,,"{'total_amount': 67941517.62000002, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=67994702.22, 使用费率=0.000200, 预期费率=0.001000",96,000001.SZ,2024-02-29T00:00:00,0.001,0.0002,,"{'total_amount': 67994702.22000001, 'direction': -1, 'tiers': [1000000, 5000000]}"
fee_tier_mismatch,warning,"手续费阶梯不匹配: 累计金额=68082513.10, 使用费率=0.000200, 预期费率=0.001000",99,000001.SZ,2024-02-29T00:00:00,0.001,0.0002,,"{'total_amount': 68082513.10000001, 'direction': -1, 'tiers': [1000000, 5000000]}"
