From,To,Common Tones,Common Tone Count,Difficulty Score,Modulation Type,Is Enharmonic,Needs Confirmation
C harmonic_minor,E mixolydian,"G#, D, B",3,9.79,common_tone,False,False
C harmonic_minor,E locrian,"C, D, F, G",4,7.71,common_tone,False,False
C harmonic_minor,E harmonic_minor,"C, B, D#, G",4,5.71,closely_related,False,False
C harmonic_minor,E melodic_minor,"B, D#, G",3,8.29,common_tone,False,False
C harmonic_minor,F major,"C, D, F, G",4,9.21,common_tone,False,False
C harmonic_minor,F minor,"C, D#, F, G, G#",5,8.64,common_tone,False,False
C harmonic_minor,F dorian,"C, D, D#, F, G, G#",6,8.07,common_tone,False,False
C harmonic_minor,F phrygian,"C, G#, D#, F",4,9.21,common_tone,False,False
C harmonic_minor,F lydian,"C, D, F, G, B",5,8.64,common_tone,False,False
C harmonic_minor,F mixolydian,"C, D, D#, F, G",5,8.64,common_tone,False,False
C harmonic_minor,F locrian,"G#, B, D#, F",4,9.21,common_tone,False,False
C harmonic_minor,F harmonic_minor,"C, G#, F, G",4,6.71,closely_related,False,False
C harmonic_minor,F melodic_minor,"C, D, F, G, G#",5,8.64,common_tone,False,False
C harmonic_minor,F# major,"G#, B, D#, F",4,13.71,common_tone,False,False
C harmonic_minor,F# minor,"G#, D, B",3,14.29,common_tone,False,False
C harmonic_minor,F# dorian,"G#, B, D#",3,14.29,common_tone,False,False
C harmonic_minor,F# phrygian,"D, B, G",3,12.79,common_tone,False,False
C harmonic_minor,F# lydian,"C, G#, D#, F",4,12.21,common_tone,False,False
C harmonic_minor,F# mixolydian,"G#, B, D#",3,14.29,common_tone,False,False
C harmonic_minor,F# locrian,"C, D, B, G",4,10.71,common_tone,False,False
C harmonic_minor,F# harmonic_minor,"G#, D, B, F",4,10.71,closely_related,False,False
C harmonic_minor,F# melodic_minor,"G#, B, D#, F",4,13.71,common_tone,False,False
C harmonic_minor,G major,"C, D, B, G",4,9.21,common_tone,False,False
C harmonic_minor,G minor,"C, D, D#, F, G",5,8.64,common_tone,False,False
C harmonic_minor,G dorian,"C, D, F, G",4,9.21,common_tone,False,False
C harmonic_minor,G phrygian,"C, D, D#, F, G, G#",6,8.07,common_tone,False,False
C harmonic_minor,G lydian,"D, B, G",3,9.79,common_tone,False,False
C harmonic_minor,G mixolydian,"C, D, F, G, B",5,8.64,common_tone,False,False
C harmonic_minor,G locrian,"C, D#, F, G, G#",5,8.64,common_tone,False,False
C harmonic_minor,G harmonic_minor,"C, D, D#, G",4,6.71,closely_related,False,False
C harmonic_minor,G melodic_minor,"C, D, G",3,9.79,common_tone,False,False
C harmonic_minor,G# major,"C, D#, F, G, G#",5,7.14,common_tone,False,False
C harmonic_minor,G# minor,"G#, B, D#",3,8.29,common_tone,False,False
C harmonic_minor,G# dorian,"G#, B, D#, F",4,7.71,common_tone,False,False
C harmonic_minor,G# phrygian,"G#, B, D#",3,8.29,common_tone,False,False
C harmonic_minor,G# lydian,"C, D, D#, F, G, G#",6,6.57,common_tone,False,False
C harmonic_minor,G# mixolydian,"C, G#, D#, F",4,7.71,common_tone,False,False
C harmonic_minor,G# locrian,"G#, D, B",3,8.29,common_tone,False,False
C harmonic_minor,G# harmonic_minor,"G#, B, D#, G",4,5.71,closely_related,False,False
C harmonic_minor,G# melodic_minor,"D#, F, G, G#, B",5,7.14,common_tone,False,False
C harmonic_minor,A major,"G#, D, B",3,9.79,common_tone,False,False
C harmonic_minor,A minor,"C, D, F, G, B",5,5.64,common_tone,False,False
C harmonic_minor,A dorian,"C, D, B, G",4,6.21,common_tone,False,False
C harmonic_minor,A phrygian,"C, D, F, G",4,6.21,common_tone,False,False
C harmonic_minor,A lydian,"G#, B, D#",3,9.79,common_tone,False,False
C harmonic_minor,A mixolydian,"D, B, G",3,8.29,common_tone,False,False
C harmonic_minor,A locrian,"C, D, D#, F, G",5,5.64,common_tone,False,False
C harmonic_minor,A harmonic_minor,"C, D, F, G#, B",5,5.64,closely_related,False,False
C harmonic_minor,A melodic_minor,"C, G#, D, B",4,7.71,common_tone,False,False
C harmonic_minor,A# major,"C, D, D#, F, G",5,4.14,common_tone,False,False
C harmonic_minor,A# minor,"C, G#, D#, F",4,4.71,common_tone,False,False
C harmonic_minor,A# dorian,"C, D#, F, G, G#",5,4.14,common_tone,False,False
C harmonic_minor,A# phrygian,"G#, B, D#, F",4,6.21,common_tone,False,False
C harmonic_minor,A# lydian,"C, D, F, G",4,4.71,common_tone,False,False
C harmonic_minor,A# mixolydian,"C, D, D#, F, G, G#",6,3.57,common_tone,False,False
C harmonic_minor,A# locrian,"G#, B, D#",3,8.29,common_tone,False,False
C harmonic_minor,A# harmonic_minor,"C, D#, F",3,4.29,common_tone,False,False
C harmonic_minor,A# melodic_minor,"C, D#, F, G",4,4.71,common_tone,False,False
C harmonic_minor,B major,"G#, B, D#",3,5.29,common_tone,False,False
C harmonic_minor,B minor,"D, B, G",3,3.79,common_tone,False,False
C harmonic_minor,B dorian,"G#, D, B",3,5.29,common_tone,False,False
C harmonic_minor,B phrygian,"C, D, B, G",4,3.21,common_tone,False,False
C harmonic_minor,B lydian,"G#, B, D#, F",4,4.71,common_tone,False,False
C harmonic_minor,B mixolydian,"G#, B, D#",3,5.29,common_tone,False,False
C harmonic_minor,B locrian,"C, D, F, G, B",5,2.64,common_tone,False,False
C harmonic_minor,B harmonic_minor,"D, B, G",3,3.29,common_tone,False,False
C harmonic_minor,B melodic_minor,"G#, D, B",3,5.29,common_tone,False,False
C melodic_minor,C major,"C, D, F, G, A, B",6,0.57,common_tone,False,False
C melodic_minor,C minor,"C, D, D#, F, G",5,1.14,common_tone,False,False
C melodic_minor,C dorian,"C, D, D#, F, G, A",6,0.57,common_tone,False,False
C melodic_minor,C phrygian,"C, D#, F, G",4,1.71,common_tone,False,False
C melodic_minor,C lydian,"C, D, G, A, B",5,1.14,common_tone,False,False
C melodic_minor,C mixolydian,"C, D, F, G, A",5,1.14,common_tone,False,False
C melodic_minor,C locrian,"C, D#, F",3,3.79,common_tone,False,False
C melodic_minor,C harmonic_minor,"C, D, D#, F, G, B",6,0.57,common_tone,False,False
C melodic_minor,C# major,"C, D#, F",3,5.29,common_tone,False,False
C melodic_minor,C# minor,"B, A, D#",3,6.79,common_tone,False,False
C melodic_minor,C# dorian,"B, D#",2,7.36,nearby_key,False,False
C melodic_minor,C# phrygian,"A, D, B",3,6.79,common_tone,False,False
C melodic_minor,C# lydian,"C, D#, F, G",4,3.21,common_tone,False,False
C melodic_minor,C# mixolydian,"B, D#, F",3,6.79,common_tone,False,False
C melodic_minor,C# locrian,"A, D, B, G",4,4.71,common_tone,False,False
C melodic_minor,C# harmonic_minor,"C, A, D#",3,5.29,common_tone,False,False
C melodic_minor,C# melodic_minor,"C, D#",2,5.36,nearby_key,False,False
C melodic_minor,D major,"A, D, B, G",4,4.71,common_tone,False,False
C melodic_minor,D minor,"C, D, F, G, A",5,4.14,common_tone,False,False
C melodic_minor,D dorian,"C, D, F, G, A, B",6,3.57,common_tone,False,False
C melodic_minor,D phrygian,"C, D, D#, F, G, A",6,3.57,common_tone,False,False
C melodic_minor,D lydian,"A, D, B",3,5.29,common_tone,False,False
C melodic_minor,D mixolydian,"C, D, G, A, B",5,4.14,common_tone,False,False
C melodic_minor,D locrian,"C, D, D#, F, G",5,4.14,common_tone,False,False
C melodic_minor,D harmonic_minor,"A, D, F, G",4,4.71,common_tone,False,False
C melodic_minor,D melodic_minor,"D, F, G, A, B",5,3.14,closely_related,False,False
C melodic_minor,D# major,"C, D, D#, F, G",5,5.64,common_tone,False,False
C melodic_minor,D# minor,"B, D#, F",3,8.29,common_tone,False,False
C melodic_minor,D# dorian,"C, D#, F",3,6.79,common_tone,False,False
C melodic_minor,D# phrygian,"B, D#",2,8.86,distant_modulation,False,False
C melodic_minor,D# lydian,"C, D, D#, F, G, A",6,5.07,common_tone,False,False
C melodic_minor,D# mixolydian,"C, D#, F, G",4,6.21,common_tone,False,False
C melodic_minor,D# locrian,"B, A, D#",3,6.79,common_tone,False,False
C melodic_minor,D# harmonic_minor,"B, D, D#, F",4,7.71,common_tone,False,False
C melodic_minor,D# melodic_minor,"C, D, D#, F",4,4.71,closely_related,False,False
C melodic_minor,E major,"B, A, D#",3,9.79,common_tone,False,False
C melodic_minor,E minor,"C, D, G, A, B",5,7.14,common_tone,False,False
C melodic_minor,E dorian,"A, D, B, G",4,7.71,common_tone,False,False
C melodic_minor,E phrygian,"C, D, F, G, A, B",6,6.57,common_tone,False,False
C melodic_minor,E lydian,"B, D#",2,10.36,distant_modulation,False,False
C melodic_minor,E mixolydian,"A, D, B",3,9.79,common_tone,False,False
C melodic_minor,E locrian,"C, D, F, G, A",5,7.14,common_tone,False,False
C melodic_minor,E harmonic_minor,"C, D#, G, A, B",5,7.14,common_tone,False,False
C melodic_minor,E melodic_minor,"B, A, D#, G",4,5.71,closely_related,False,False
C melodic_minor,F major,"C, D, F, G, A",5,8.64,common_tone,False,False
C melodic_minor,F minor,"C, D#, F, G",4,9.21,common_tone,False,False
C melodic_minor,F dorian,"C, D, D#, F, G",5,8.64,common_tone,False,False
C melodic_minor,F phrygian,"C, D#, F",3,9.79,common_tone,False,False
C melodic_minor,F lydian,"C, D, F, G, A, B",6,8.07,common_tone,False,False
C melodic_minor,F mixolydian,"C, D, D#, F, G, A",6,8.07,common_tone,False,False
C melodic_minor,F locrian,"B, D#, F",3,9.79,common_tone,False,False
C melodic_minor,F harmonic_minor,"C, F, G",3,9.79,common_tone,False,False
C melodic_minor,F melodic_minor,"C, D, F, G",4,6.71,closely_related,False,False
C melodic_minor,F# major,"B, D#, F",3,14.29,common_tone,False,False
C melodic_minor,F# minor,"A, D, B",3,14.29,common_tone,False,False
C melodic_minor,F# dorian,"B, A, D#",3,14.29,common_tone,False,False
C melodic_minor,F# phrygian,"A, D, B, G",4,12.21,common_tone,False,False
C melodic_minor,F# lydian,"C, D#, F",3,12.79,common_tone,False,False
C melodic_minor,F# mixolydian,"B, D#",2,14.86,distant_modulation,False,False
C melodic_minor,F# locrian,"C, D, G, A, B",5,10.14,common_tone,False,False
C melodic_minor,F# harmonic_minor,"A, D, B, F",4,13.71,common_tone,False,False
C melodic_minor,F# melodic_minor,"B, A, D#, F",4,10.71,closely_related,False,False
C melodic_minor,G major,"C, D, G, A, B",5,8.64,common_tone,False,False
C melodic_minor,G minor,"C, D, D#, F, G, A",6,8.07,common_tone,False,False
C melodic_minor,G dorian,"C, D, F, G, A",5,8.64,common_tone,False,False
C melodic_minor,G phrygian,"C, D, D#, F, G",5,8.64,common_tone,False,False
C melodic_minor,G lydian,"A, D, B, G",4,9.21,common_tone,False,False
C melodic_minor,G mixolydian,"C, D, F, G, A, B",6,8.07,common_tone,False,False
C melodic_minor,G locrian,"C, D#, F, G",4,9.21,common_tone,False,False
C melodic_minor,G harmonic_minor,"C, D, D#, G, A",5,8.64,common_tone,False,False
C melodic_minor,G melodic_minor,"C, A, D, G",4,6.71,closely_related,False,False
C melodic_minor,G# major,"C, D#, F, G",4,7.71,common_tone,False,False
C melodic_minor,G# minor,"B, D#",2,10.36,distant_modulation,False,False
C melodic_minor,G# dorian,"B, D#, F",3,9.79,common_tone,False,False
C melodic_minor,G# phrygian,"B, A, D#",3,9.79,common_tone,False,False
C melodic_minor,G# lydian,"C, D, D#, F, G",5,7.14,common_tone,False,False
C melodic_minor,G# mixolydian,"C, D#, F",3,8.29,common_tone,False,False
C melodic_minor,G# locrian,"A, D, B",3,9.79,common_tone,False,False
C melodic_minor,G# harmonic_minor,"B, D#, G",3,8.29,common_tone,False,False
C melodic_minor,G# melodic_minor,"B, D#, F, G",4,5.71,closely_related,False,False
C melodic_minor,A major,"A, D, B",3,8.29,common_tone,False,False
C melodic_minor,A minor,"C, D, F, G, A, B",6,5.07,common_tone,False,False
C melodic_minor,A dorian,"C, D, G, A, B",5,5.64,common_tone,False,False
C melodic_minor,A phrygian,"C, D, F, G, A",5,5.64,common_tone,False,False
C melodic_minor,A lydian,"B, A, D#",3,8.29,common_tone,False,False
C melodic_minor,A mixolydian,"A, D, B, G",4,6.21,common_tone,False,False
C melodic_minor,A locrian,"C, D, D#, F, G, A",6,5.07,common_tone,False,False
C melodic_minor,A harmonic_minor,"C, D, F, A, B",5,5.64,common_tone,False,False
C melodic_minor,A melodic_minor,"C, A, D, B",4,4.71,closely_related,False,False
C melodic_minor,A# major,"C, D, D#, F, G, A",6,3.57,common_tone,False,False
C melodic_minor,A# minor,"C, D#, F",3,5.29,common_tone,False,False
C melodic_minor,A# dorian,"C, D#, F, G",4,4.71,common_tone,False,False
C melodic_minor,A# phrygian,"B, D#, F",3,6.79,common_tone,False,False
C melodic_minor,A# lydian,"C, D, F, G, A",5,4.14,common_tone,False,False
C melodic_minor,A# mixolydian,"C, D, D#, F, G",5,4.14,common_tone,False,False
C melodic_minor,A# locrian,"B, D#",2,8.86,nearby_key,False,False
C melodic_minor,A# harmonic_minor,"C, A, D#, F",4,4.71,common_tone,False,False
C melodic_minor,A# melodic_minor,"C, D#, F, G, A",5,3.14,closely_related,False,False
C melodic_minor,B major,"B, D#",2,5.86,nearby_key,False,False
C melodic_minor,B minor,"A, D, B, G",4,3.21,common_tone,False,False
C melodic_minor,B dorian,"A, D, B",3,5.29,common_tone,False,False
C melodic_minor,B phrygian,"C, D, G, A, B",5,2.64,common_tone,False,False
C melodic_minor,B lydian,"B, D#, F",3,5.29,common_tone,False,False
C melodic_minor,B mixolydian,"B, A, D#",3,5.29,common_tone,False,False
C melodic_minor,B locrian,"C, D, F, G, A, B",6,2.07,common_tone,False,False
C melodic_minor,B harmonic_minor,"D, B, G",3,3.79,common_tone,False,False
C melodic_minor,B melodic_minor,"D, B",2,5.36,nearby_key,False,False
C# major,C major,"C, F",2,5.36,nearby_key,False,False
C# major,C minor,"C, D#, F, G#, A#",5,2.64,common_tone,False,False
C# major,C dorian,"C, A#, D#, F",4,4.71,common_tone,False,False
C# major,C phrygian,"C, C#, D#, F, G#, A#",6,2.07,common_tone,False,False
C# major,C lydian,"C, F#",2,5.86,nearby_key,False,False
C# major,C mixolydian,"C, A#, F",3,5.29,common_tone,False,False
C# major,C locrian,"C, C#, D#, F, F#, G#, A#",7,1.5,common_tone,False,False
C# major,C harmonic_minor,"C, G#, D#, F",4,3.21,common_tone,False,False
C# major,C melodic_minor,"C, D#, F",3,5.29,common_tone,False,False
C# major,C# minor,"G#, C#, D#, F#",4,1.71,common_tone,False,False
C# major,C# dorian,"C#, D#, F#, G#, A#",5,1.14,common_tone,False,False
C# major,C# phrygian,"G#, C#, F#",3,2.29,common_tone,False,False
C# major,C# lydian,"C, C#, D#, F, G#, A#",6,0.57,common_tone,False,False
C# major,C# mixolydian,"C#, D#, F, F#, G#, A#",6,0.57,common_tone,False,False
C# major,C# locrian,"C#, F#",2,4.36,nearby_key,False,False
C# major,C# harmonic_minor,"C, C#, D#, F#, G#",5,1.14,common_tone,False,False
C# major,C# melodic_minor,"C, C#, D#, F#, G#, A#",6,0.57,common_tone,False,False
C# major,D major,"C#, F#",2,5.36,nearby_key,False,False
C# major,D minor,"C, A#, F",3,6.79,common_tone,False,False
C# major,D dorian,"C, F",2,7.36,nearby_key,False,False
C# major,D phrygian,"C, A#, D#, F",4,6.21,common_tone,False,False
C# major,D lydian,"G#, C#, F#",3,3.79,common_tone,False,False
C# major,D mixolydian,"C, F#",2,7.36,nearby_key,False,False
C# major,D locrian,"C, D#, F, G#, A#",5,4.14,common_tone,False,False
C# major,D harmonic_minor,"C#, A#, F",3,5.29,common_tone,False,False
C# major,D melodic_minor,"C#, F",2,5.86,nearby_key,False,False
C# major,D# major,"C, D#, F, G#, A#",5,3.14,closely_related,False,False
C# major,D# minor,"C#, D#, F, F#, G#, A#",6,3.57,common_tone,False,False
C# major,D# dorian,"C, C#, D#, F, F#, G#, A#",7,3.0,common_tone,False,False
C# major,D# phrygian,"C#, D#, F#, G#, A#",5,4.14,common_tone,False,False
C# major,D# lydian,"C, A#, D#, F",4,4.71,common_tone,False,False
C# major,D# mixolydian,"C, C#, D#, F, G#, A#",6,3.57,common_tone,False,False
C# major,D# locrian,"G#, C#, D#, F#",4,4.71,common_tone,False,False
C# major,D# harmonic_minor,"D#, F, F#, G#, A#",5,4.14,common_tone,False,False
C# major,D# melodic_minor,"C, D#, F, F#, G#, A#",6,3.57,common_tone,False,False
C# major,E major,"G#, C#, D#, F#",4,4.71,closely_related,False,False
C# major,E minor,"C, F#",2,10.36,distant_modulation,False,False
C# major,E dorian,"C#, F#",2,8.86,distant_modulation,False,False
C# major,E phrygian,"C, F",2,10.36,distant_modulation,False,False
C# major,E lydian,"C#, D#, F#, G#, A#",5,5.64,common_tone,False,False
C# major,E mixolydian,"G#, C#, F#",3,6.79,common_tone,False,False
C# major,E locrian,"C, A#, F",3,8.29,common_tone,False,False
C# major,E harmonic_minor,"C, D#, F#",3,9.79,common_tone,False,False
C# major,E melodic_minor,"C#, D#, F#",3,8.29,common_tone,False,False
C# major,F major,"C, A#, F",3,6.29,common_tone,False,False
C# major,F minor,"C, C#, D#, F, G#, A#",6,6.57,common_tone,False,False
C# major,F dorian,"C, D#, F, G#, A#",5,7.14,common_tone,False,False
C# major,F phrygian,"C, C#, D#, F, F#, G#, A#",7,6.0,common_tone,False,False
C# major,F lydian,"C, F",2,8.86,distant_modulation,False,False
C# major,F mixolydian,"C, A#, D#, F",4,7.71,common_tone,False,False
C# major,F locrian,"C#, D#, F, F#, G#, A#",6,6.57,common_tone,False,False
C# major,F harmonic_minor,"C, C#, F, G#, A#",5,7.14,common_tone,False,False
C# major,F melodic_minor,"C, G#, A#, F",4,7.71,common_tone,False,False
C# major,F# major,"C#, D#, F, F#, G#, A#",6,5.57,diatonic_common_tone,False,False
C# major,F# minor,"G#, C#, F#",3,9.79,common_tone,False,False
C# major,F# dorian,"G#, C#, D#, F#",4,9.21,common_tone,False,False
C# major,F# phrygian,"C#, F#",2,10.36,distant_modulation,False,False
C# major,F# lydian,"C, C#, D#, F, F#, G#, A#",7,7.5,common_tone,False,False
C# major,F# mixolydian,"C#, D#, F#, G#, A#",5,8.64,common_tone,False,False
C# major,F# locrian,"C, F#",2,10.36,distant_modulation,False,False
C# major,F# harmonic_minor,"G#, C#, F, F#",4,9.21,common_tone,False,False
C# major,F# melodic_minor,"C#, D#, F, F#, G#",5,8.64,common_tone,False,False
C# major,G major,"C, F#",2,11.86,distant_modulation,False,False
C# major,G minor,"C, A#, D#, F",4,13.71,common_tone,False,False
C# major,G dorian,"C, A#, F",3,14.29,common_tone,False,False
C# major,G phrygian,"C, D#, F, G#, A#",5,11.64,common_tone,False,False
C# major,G lydian,"C#, F#",2,13.36,distant_modulation,False,False
C# major,G mixolydian,"C, F",2,14.86,distant_modulation,False,False
C# major,G locrian,"C, C#, D#, F, G#, A#",6,9.57,common_tone,False,False
C# major,G harmonic_minor,"C, A#, D#, F#",4,13.71,common_tone,False,False
C# major,G melodic_minor,"C, A#, F#",3,14.29,common_tone,False,False
C# major,G# major,"C, C#, D#, F, G#, A#",6,5.57,diatonic_common_tone,False,False
C# major,G# minor,"C#, D#, F#, G#, A#",5,8.64,common_tone,False,False
C# major,G# dorian,"C#, D#, F, F#, G#, A#",6,8.07,common_tone,False,False
C# major,G# phrygian,"G#, C#, D#, F#",4,9.21,common_tone,False,False
C# major,G# lydian,"C, D#, F, G#, A#",5,8.64,common_tone,False,False
C# major,G# mixolydian,"C, C#, D#, F, F#, G#, A#",7,7.5,common_tone,False,False
C# major,G# locrian,"G#, C#, F#",3,9.79,common_tone,False,False
C# major,G# harmonic_minor,"G#, C#, A#, D#",4,9.21,common_tone,False,False
C# major,G# melodic_minor,"C#, D#, F, G#, A#",5,8.64,common_tone,False,False
C# major,A major,"G#, C#, F#",3,6.29,common_tone,False,False
C# major,A minor,"C, F",2,11.86,distant_modulation,False,False
C# major,A dorian,"C, F#",2,11.86,distant_modulation,False,False
C# major,A phrygian,"C, A#, F",3,11.29,common_tone,False,False
C# major,A lydian,"G#, C#, D#, F#",4,7.71,common_tone,False,False
C# major,A mixolydian,"C#, F#",2,10.36,distant_modulation,False,False
C# major,A locrian,"C, A#, D#, F",4,9.21,common_tone,False,False
C# major,A harmonic_minor,"C, G#, F",3,9.79,common_tone,False,False
C# major,A melodic_minor,"C, G#, F#",3,9.79,common_tone,False,False
C# major,A# major,"C, A#, D#, F",4,4.71,closely_related,False,False
C# major,A# minor,"C, C#, D#, F, F#, G#, A#",7,4.5,common_tone,False,False
C# major,A# dorian,"C, C#, D#, F, G#, A#",6,5.07,common_tone,False,False
C# major,A# phrygian,"C#, D#, F, F#, G#, A#",6,5.07,common_tone,False,False
C# major,A# lydian,"C, A#, F",3,6.79,common_tone,False,False
C# major,A# mixolydian,"C, D#, F, G#, A#",5,5.64,common_tone,False,False
C# major,A# locrian,"C#, D#, F#, G#, A#",5,5.64,common_tone,False,False
C# major,A# harmonic_minor,"C, C#, D#, F, F#, A#",6,5.07,common_tone,False,False
C# major,A# melodic_minor,"C, C#, D#, F, A#",5,5.64,common_tone,False,False
C# major,B major,"C#, D#, F#, G#, A#",5,3.14,closely_related,False,False
C# major,B minor,"C#, F#",2,5.86,nearby_key,False,False
C# major,B dorian,"G#, C#, F#",3,5.29,common_tone,False,False
C# major,B phrygian,"C, F#",2,7.36,nearby_key,False,False
C# major,B lydian,"C#, D#, F, F#, G#, A#",6,3.57,common_tone,False,False
C# major,B mixolydian,"G#, C#, D#, F#",4,4.71,common_tone,False,False
C# major,B locrian,"C, F",2,7.36,nearby_key,False,False
C# major,B harmonic_minor,"C#, A#, F#",3,5.29,common_tone,False,False
C# major,B melodic_minor,"G#, C#, A#, F#",4,4.71,common_tone,False,False
C# minor,C major,"A, B, E",3,6.79,common_tone,False,False
C# minor,C minor,"G#, D#",2,5.36,nearby_key,False,False
C# minor,C dorian,"A, D#",2,7.36,nearby_key,False,False
C# minor,C phrygian,"G#, C#, D#",3,3.79,common_tone,False,False
C# minor,C lydian,"A, B, E, F#",4,6.21,common_tone,False,False
C# minor,C mixolydian,"A, E",2,7.36,nearby_key,False,False
C# minor,C locrian,"G#, C#, D#, F#",4,3.21,common_tone,False,False
C# minor,C harmonic_minor,"G#, B, D#",3,5.29,common_tone,False,False
C# minor,C melodic_minor,"B, A, D#",3,6.79,common_tone,False,False
C# minor,C# major,"G#, C#, D#, F#",4,1.71,common_tone,False,False
C# minor,C# dorian,"C#, D#, E, F#, G#, B",6,0.57,common_tone,False,False
C# minor,C# phrygian,"C#, E, F#, G#, A, B",6,0.57,common_tone,False,False
C# minor,C# lydian,"G#, C#, D#",3,2.29,common_tone,False,False
C# minor,C# mixolydian,"C#, D#, F#, G#, B",5,1.14,common_tone,False,False
C# minor,C# locrian,"C#, E, F#, A, B",5,2.64,common_tone,False,False
C# minor,C# harmonic_minor,"C#, D#, E, F#, G#, A",6,0.57,common_tone,False,False
C# minor,C# melodic_minor,"C#, D#, E, F#, G#",5,1.14,common_tone,False,False
C# minor,D major,"C#, E, F#, A, B",5,2.64,common_tone,False,False
C# minor,D minor,"A, E",2,5.36,nearby_key,False,False
C# minor,D dorian,"A, B, E",3,5.29,common_tone,False,False
C# minor,D phrygian,"A, D#",2,5.86,nearby_key,False,False
C# minor,D lydian,"C#, E, F#, G#, A, B",6,2.07,common_tone,False,False
C# minor,D mixolydian,"A, B, E, F#",4,4.71,common_tone,False,False
C# minor,D locrian,"G#, D#",2,5.86,nearby_key,False,False
C# minor,D harmonic_minor,"C#, E, A",3,3.79,common_tone,False,False
C# minor,D melodic_minor,"C#, B, E, A",4,3.21,common_tone,False,False
C# minor,D# major,"G#, D#",2,5.86,nearby_key,False,False
C# minor,D# minor,"C#, D#, F#, G#, B",5,3.14,closely_related,False,False
C# minor,D# dorian,"G#, C#, D#, F#",4,4.71,common_tone,False,False
C# minor,D# phrygian,"C#, D#, E, F#, G#, B",6,3.57,common_tone,False,False
C# minor,D# lydian,"A, D#",2,7.36,nearby_key,False,False
C# minor,D# mixolydian,"G#, C#, D#",3,5.29,common_tone,False,False
C# minor,D# locrian,"C#, D#, E, F#, G#, A, B",7,3.0,common_tone,False,False
C# minor,D# harmonic_minor,"G#, B, D#, F#",4,4.71,common_tone,False,False
C# minor,D# melodic_minor,"G#, D#, F#",3,5.29,common_tone,False,False
C# minor,E major,"C#, D#, E, F#, G#, A, B",7,4.5,common_tone,False,False
C# minor,E minor,"A, B, E, F#",4,4.71,closely_related,False,False
C# minor,E dorian,"C#, E, F#, A, B",5,5.64,common_tone,False,False
C# minor,E phrygian,"A, B, E",3,6.79,common_tone,False,False
C# minor,E lydian,"C#, D#, E, F#, G#, B",6,5.07,common_tone,False,False
C# minor,E mixolydian,"C#, E, F#, G#, A, B",6,5.07,common_tone,False,False
C# minor,E locrian,"A, E",2,8.86,distant_modulation,False,False
C# minor,E harmonic_minor,"D#, E, F#, A, B",5,5.64,common_tone,False,False
C# minor,E melodic_minor,"C#, D#, E, F#, A, B",6,5.07,common_tone,False,False
C# minor,F major,"A, E",2,11.86,distant_modulation,False,False
C# minor,F minor,"G#, C#, D#",3,6.29,common_tone,False,False
C# minor,F dorian,"G#, D#",2,10.36,distant_modulation,False,False
C# minor,F phrygian,"G#, C#, D#, F#",4,7.71,common_tone,False,False
C# minor,F lydian,"A, B, E",3,11.29,common_tone,False,False
C# minor,F mixolydian,"A, D#",2,11.86,distant_modulation,False,False
C# minor,F locrian,"C#, D#, F#, G#, B",5,7.14,common_tone,False,False
C# minor,F harmonic_minor,"G#, C#, E",3,8.29,common_tone,False,False
C# minor,F melodic_minor,"G#, E",2,10.36,distant_modulation,False,False
C# minor,F# major,"C#, D#, F#, G#, B",5,8.64,common_tone,False,False
C# minor,F# minor,"C#, E, F#, G#, A, B",6,5.57,diatonic_common_tone,False,False
C# minor,F# dorian,"C#, D#, E, F#, G#, A, B",7,7.5,common_tone,False,False
C# minor,F# phrygian,"C#, E, F#, A, B",5,8.64,common_tone,False,False
C# minor,F# lydian,"G#, C#, D#, F#",4,9.21,common_tone,False,False
C# minor,F# mixolydian,"C#, D#, E, F#, G#, B",6,8.07,common_tone,False,False
C# minor,F# locrian,"A, B, E, F#",4,10.71,common_tone,False,False
C# minor,F# harmonic_minor,"C#, F#, G#, A, B",5,8.64,common_tone,False,False
C# minor,F# melodic_minor,"C#, D#, F#, G#, A, B",6,8.07,common_tone,False,False
C# minor,G major,"A, B, E, F#",4,13.71,common_tone,False,False
C# minor,G minor,"A, D#",2,11.86,distant_modulation,False,False
C# minor,G dorian,"A, E",2,14.86,distant_modulation,False,False
C# minor,G phrygian,"G#, D#",2,13.36,distant_modulation,False,False
C# minor,G lydian,"C#, E, F#, A, B",5,11.64,common_tone,False,False
C# minor,G mixolydian,"A, B, E",3,14.29,common_tone,False,False
C# minor,G locrian,"G#, C#, D#",3,11.29,common_tone,False,False
C# minor,G harmonic_minor,"A, D#, F#",3,14.29,common_tone,False,False
C# minor,G melodic_minor,"A, E, F#",3,14.29,common_tone,False,False
C# minor,G# major,"G#, C#, D#",3,9.79,common_tone,False,False
C# minor,G# minor,"C#, D#, E, F#, G#, B",6,5.57,diatonic_common_tone,False,False
C# minor,G# dorian,"C#, D#, F#, G#, B",5,8.64,common_tone,False,False
C# minor,G# phrygian,"C#, D#, E, F#, G#, A, B",7,7.5,common_tone,False,False
C# minor,G# lydian,"G#, D#",2,10.36,distant_modulation,False,False
C# minor,G# mixolydian,"G#, C#, D#, F#",4,9.21,common_tone,False,False
C# minor,G# locrian,"C#, E, F#, G#, A, B",6,8.07,common_tone,False,False
C# minor,G# harmonic_minor,"C#, D#, E, G#, B",5,8.64,common_tone,False,False
