,STOCK_A,STOCK_B,STOCK_C,STOCK_D,STOCK_E,STOCK_F
2023-11-13,-0.010504790277343464,0.009863539964985532,0.007511314389329641,0.04486819496163198,0.0353828216531144,0.02332275641029785
2023-11-14,0.0015101845777461894,0.0052619743230832225,0.03033334352522428,0.0039009666054730585,-0.0027559739211657944,0.006239777576020595
2023-11-15,-0.005519622405030882,-0.00330895703571773,-0.020181352407210255,,0.015383849936320899,0.00035606441930488667
2023-11-16,-0.017115008175636437,,0.0023422621860815763,0.020390133842271802,0.007785072436049551,0.02007303534199679
2023-11-17,-0.029293850030596695,-0.015131986470038458,-0.024688183449399374,-0.032680541115967285,-0.024070413635803877,-0.008239991588261676
2023-11-20,0.005441814428804597,-0.011399188249512991,-0.037658531498163804,-0.0072908995921039865,0.010028744796536955,-0.007291582140261289
2023-11-21,0.009518060081915873,-0.0037772541530718307,-0.0227628463419243,-0.024224885922954444,-0.038885388124885935,-0.02799937350423039
2023-11-22,-0.030439645088120762,-0.007902919962675942,-0.042534206849118274,-0.028123376214737327,-0.038377088826263936,-0.029165960864048573
2023-11-23,-0.026924695003327823,-0.028425676539636024,-0.016834898738494638,-0.01529912785060382,-0.019740818733596982,-0.009526150305079823
2023-11-24,-0.036820930216651095,-0.014316148988404808,-0.01262815633425446,-0.008649221937784737,-0.02196793936116967,-0.0013109927191889885
2023-11-27,-0.012303633517419999,-0.002783051008074729,-0.03402222155333686,-0.03032803315285501,-0.03146769553261295,0.004252658469627553
2023-11-28,0.015395740281449162,0.0002594989526460981,-0.014857968578083242,-0.007321052954717531,0.005321839355613266,0.010005171291966998
2023-11-29,-0.0014623066378841205,-0.019045966535160136,0.018347433959055245,0.023075012458960348,0.013206067214788102,-0.014302993204789378
2023-11-30,0.0028062282314672837,-0.0031070028148618306,-0.0011604741467598975,0.011301003340098242,0.0031220718998077324,0.012411555152132568
2023-12-01,,0.00039381402138784455,,-0.001615762342701937,-0.007011432184855846,0.018758872450021453
2023-12-04,,0.00023455221762084632,-0.010735854426746457,-0.012071984479910081,-0.020212999749398955,-0.023529854656097336
2023-12-05,0.025153813234403237,0.008272380460412046,0.004260311917019687,-0.004314824977058085,0.01374160794083987,0.012762344646003473
2023-12-06,0.04401223661986933,0.011346241199839385,0.0027394106007800393,-0.02005995670955607,-0.02367923982932344,-0.02198141038356875
2023-12-07,-0.005015267914771079,-0.00572518249965747,-0.0238683900329995,,-0.02658473816279876,-0.032079582495130474
2023-12-08,,0.023403616566633083,-0.002627716941882587,0.0008726667232050563,0.014193394161140745,0.014470362098467726
2023-12-11,-0.02605480766747559,,-0.026303515315356307,-0.01924553979261237,-0.010124211126771119,
2023-12-12,0.005061238856447327,-0.0019488402949083897,0.014330800033842754,0.004139724192594471,-0.007702895404864317,-0.004982212036602557
2023-12-13,-0.03229553175268312,-0.005187583017762871,-0.047161178114215024,-0.015854923956651827,-0.028987382050130146,-0.017051139929186068
2023-12-14,0.023754837576790505,0.03046648083412527,0.04069763635903341,0.01460517364492148,-0.0018511189560608998,0.04175059341620532
2023-12-15,0.024757043548425475,-0.0031715753711126803,-0.04866015338323459,-0.03785070787233095,-0.042143330324033626,-0.00563167549201347
2023-12-18,-0.022929503737820073,-0.011129641921032675,-0.011252529674077081,-0.005102541314210182,-0.011578844666405266,-0.012006181116918726
2023-12-19,-0.002391300470933897,0.010905305501764233,-0.01567357378479438,-0.01715174890194268,-0.02720368261713484,0.002164974046966608
